,,,,,,,,,,,,,,,比例名簿順,把握
はら やすひさ,724,和歌山1区,,,原,矢寸久,はら,やすひさ,66,共産,,新,0,比例,,
きしもと しゅうへい,725,和歌山1区,,,岸本,周平,きしもと,しゅうへい,61,希望,,前,3,比例,,
かど ひろふみ,726,和歌山1区,,,門,博文,かど,ひろふみ,52,自民,公明,前,2,比例,,
しもむら まさひろ,727,和歌山2区,,,下村,雅洋,しもむら,まさひろ,62,共産,,新,0,,,
さかえ たかのり,728,和歌山2区,,,栄,隆則,さかえ,たかのり,53,維新,,新,0,比例,,
いしだ まさとし,729,和歌山2区,,,石田,真敏,いしだ,まさとし,65,自民,公明,前,6,比例,,
さかた たかのり,730,和歌山2区,,,坂田,隆徳,さかた,たかのり,38,希望,,新,0,比例,,
くすもと ふみろう,731,和歌山3区,,,楠本,文郎,くすもと,ふみろう,63,共産,,新,0,,,
にかい としひろ,732,和歌山3区,,,二階,俊博,にかい,としひろ,78,自民,公明,前,11,,,
つかだ なるゆき,733,鳥取1区,,,塚田,成幸,つかだ,なるゆき,53,共産,,新,0,,,
いしば しげる,734,鳥取1区,,,石破,茂,いしば,しげる,60,自民,公明,前,10,比例,,
ふくずみ ひでゆき,735,鳥取2区,,,福住,英行,ふくずみ,ひでゆき,41,共産,,新,0,,,
ゆはら しゅんじ,736,鳥取2区,,,湯原,俊二,ゆはら,しゅんじ,54,希望,,元,1,比例,,
あかざわ りょうせい,737,鳥取2区,,,赤沢,亮正,あかざわ,りょうせい,56,自民,公明,前,4,比例,,
ほそだ ひろゆき,738,島根1区,,,細田,博之,ほそだ,ひろゆき,73,自民,公明,前,9,,,
かめい あきこ,739,島根1区,,,亀井,亜紀子,かめい,あきこ,52,立憲,社民,新,0,比例,,
ふくはら むねお,740,島根2区,,,福原,宗男,ふくはら,むねお,70,社民,,新,0,比例,,
たけした わたる,741,島根2区,,,竹下,亘,たけした,わたる,70,自民,公明,前,6,比例,,
むこせ しんいち,742,島根2区,,,向瀬,慎一,むこせ,しんいち,46,共産,,新,0,,,
あいさわ いちろう,743,岡山1区,,,逢沢,一郎,あいさわ,いちろう,63,自民,公明,前,10,比例,,
たかい たかし,744,岡山1区,,,高井,崇志,たかい,たかし,48,立憲,,前,2,比例,,
はちや ひろみ,745,岡山1区,,,蜂谷,弘美,はちや,ひろみ,61,希望,,新,0,比例,,
やました たかし,746,岡山2区,,,山下,貴司,やました,たかし,52,自民,公明,前,2,比例,,
かきうち きょうみ,747,岡山2区,,,垣内,京美,かきうち,きょうみ,51,共産,,新,0,比例,,
たなべ ゆうじ,748,岡山2区,,,田部,雄治,たなべ,ゆうじ,41,諸派,,新,0,,,
つむら けいすけ,749,岡山2区,,,津村,啓介,つむら,けいすけ,45,希望,,前,5,比例,,
おざき ひろこ,750,岡山3区,,,尾崎,宏子,おざき,ひろこ,61,共産,,新,0,,,
うちやま あきら,751,岡山3区,,,内山,晃,うちやま,あきら,63,希望,,元,3,比例,,
ひらぬま しょうじろう,752,岡山3区,,,平沼,正二郎,ひらぬま,しょうじろう,37,無所,,新,0,,,
あべ としこ,753,岡山3区,,,阿部,俊子,あべ,としこ,58,無所,自民,前,4,,,
はしもと がく,754,岡山4区,,,橋本,岳,はしもと,がく,43,自民,公明,前,3,比例,,
ゆのき みちよし,755,岡山4区,,,柚木,道義,ゆのき,みちよし,45,希望,,前,4,比例,,
ひらばやし あきなり,756,岡山4区,,,平林,明成,ひらばやし,あきなり,62,共産,,新,0,,,
みいみ よしあき,757,岡山5区,,,美見,芳明,みいみ,よしあき,60,共産,,新,0,,,
たるい よしかず,758,岡山5区,,,樽井,良和,たるい,よしかず,50,希望,,元,1,比例,,
かとう かつのぶ,759,岡山5区,,,加藤,勝信,かとう,かつのぶ,61,自民,公明,前,5,比例,,
きしだ ふみお,760,広島1区,,,岸田,文雄,きしだ,ふみお,60,自民,公明,前,8,比例,,
おおにし おさむ,761,広島1区,,,大西,理,おおにし,おさむ,51,共産,,新,0,,,
ひらぐち ひろし,762,広島2区,,,平口,洋,ひらぐち,ひろし,69,自民,公明,前,3,比例,,
みずの よしひろ,763,広島2区,,,水野,善丈,みずの,よしひろ,26,諸派,,新,0,,,
はいおか かな,764,広島2区,,,灰岡,香奈,はいおか,かな,34,維新,,新,0,比例,,
ふじもと さとし,765,広島2区,,,藤本,聡志,ふじもと,さとし,63,共産,,新,0,,,
まつもと だいすけ,766,広島2区,,,松本,大輔,まつもと,だいすけ,46,希望,,元,3,比例,,
しおむら あやか,767,広島3区,,,塩村,文夏,しおむら,あやか,39,無所,,新,0,,,
かわい かつゆき,768,広島3区,,,河井,克行,かわい,かつゆき,54,自民,公明,前,6,比例,,
のむら まさてる,769,広島3区,,,野村,昌央,のむら,まさてる,35,諸派,,新,0,,,
いまえだ じん,770,広島3区,,,今枝,仁,いまえだ,じん,47,維新,,新,0,比例,,
たまだ のりたか,771,広島3区,,,玉田,憲勲,たまだ,のりたか,60,無所,,新,0,,,
にしもと あきひこ,772,広島3区,,,西本,昭彦,にしもと,あきひこ,72,無所,,新,0,,,
なかいし ひとし,773,広島4区,,,中石,仁,なかいし,ひとし,54,共産,,新,0,,,
そらもと せいき,774,広島4区,,,空本,誠喜,そらもと,せいき,53,維新,,元,1,比例,,
しんたに まさよし,775,広島4区,,,新谷,正義,しんたに,まさよし,42,自民,公明,前,2,比例,,
おちあい ようじ,776,広島4区,,,落合,洋司,おちあい,ようじ,53,無所,,新,0,,,
えびす けいじ,777,広島4区,,,恵飛須,圭二,えびす,けいじ,34,無所,,新,0,,,
うえの かんじ,778,広島4区,,,上野,寛治,うえの,かんじ,35,希望,,新,0,比例,,
おざき ひかる,779,広島5区,,,尾崎,光,おざき,ひかる,64,共産,,新,0,,,
てらだ みのる,780,広島5区,,,寺田,稔,てらだ,みのる,59,自民,公明,前,4,比例,,
はしもと ことえ,781,広島5区,,,橋本,琴絵,はしもと,ことえ,28,希望,,新,0,比例,,
こじま としふみ,782,広島6区,,,小島,敏文,こじま,としふみ,67,自民,公明,前,2,比例,,
てらだ あきみつ,783,広島6区,,,寺田,明充,てらだ,あきみつ,66,共産,,新,0,,,
さとう こうじ,784,広島6区,,,佐藤,公治,さとう,こうじ,58,希望,,元,2,比例,,
さとう ひろのり,785,広島7区,,,佐藤,広典,さとう,ひろのり,41,希望,,新,0,比例,,
こばやし ふみあき,786,広島7区,,,小林,史明,こばやし,ふみあき,34,自民,公明,前,2,比例,,
しげむら こうじ,787,広島7区,,,重村,幸司,しげむら,こうじ,66,共産,,新,0,,,
ごとう ひろし,788,山口1区,,,五島,博,ごとう,ひろし,61,共産,,新,0,,,
こうむら まさひろ,789,山口1区,,,高村,正大,こうむら,まさひろ,46,自民,公明,新,0,比例,,
おおうち かずや,790,山口1区,,,大内,一也,おおうち,かずや,44,希望,,新,0,比例,,
かわい みわこ,791,山口1区,,,河井,美和子,かわい,みわこ,55,諸派,,新,0,,,
まつだ かずし,792,山口2区,,,松田,一志,まつだ,かずし,60,共産,,新,0,,,
きし のぶお,793,山口2区,,,岸,信夫,きし,のぶお,58,自民,公明,前,2,比例,,
かわむら たけお,794,山口3区,,,河村,建夫,かわむら,たけお,74,自民,公明,前,9,,,
さかもと ふみこ,795,山口3区,,,坂本,史子,さかもと,ふみこ,62,立憲,社民,新,0,比例,,
あべ しんぞう,796,山口4区,,,安倍,晋三,あべ,しんぞう,63,自民,公明,前,8,,,
ふじた ときお,797,山口4区,,,藤田,時雄,ふじた,ときお,63,希望,,新,0,比例,,
にしおか ひろのぶ,798,山口4区,,,西岡,広伸,にしおか,ひろのぶ,54,共産,,新,0,,,
くろかわ あつひこ,799,山口4区,,,黒川,敦彦,くろかわ,あつひこ,39,無所,,新,0,,,
こおり あきひろ,800,山口4区,,,郡,昭浩,こおり,あきひろ,56,無所,,新,0,,,
やまもと ちよこ,801,徳島1区,,,山本,千代子,やまもと,ちよこ,68,共産,,新,0,,,
ごとうだ まさずみ,802,徳島1区,,,後藤田,正純,ごとうだ,まさずみ,48,自民,公明,前,6,比例,,
にき ひろぶみ,803,徳島1区,,,仁木,博文,にき,ひろぶみ,51,希望,,元,1,比例,,
くぼ たかゆき,804,徳島2区,,,久保,孝之,くぼ,たかゆき,54,共産,,新,0,,,
やまぐち しゅんいち,805,徳島2区,,,山口,俊一,やまぐち,しゅんいち,67,自民,公明,前,9,比例,,
ふくやま まさとし,806,徳島2区,,,福山,正敏,ふくやま,まさとし,46,諸派,,新,0,,,
おがわ じゅんや,807,香川1区,,,小川,淳也,おがわ,じゅんや,46,希望,,前,4,比例,,
ひらい たくや,808,香川1区,,,平井,卓也,ひらい,たくや,59,自民,公明,前,6,比例,,
せと たかかず,809,香川2区,,,瀬戸,隆一,せと,たかかず,52,自民,公明,前,2,比例,,
たまき ゆういちろう,810,香川2区,,,玉木,雄一郎,たまき,ゆういちろう,48,希望,,前,3,比例,,
かわむら ただし,811,香川2区,,,河村,整,かわむら,ただし,58,共産,,新,0,,,
ふじた しんじ,812,香川3区,,,藤田,伸二,ふじた,しんじ,62,社民,,新,0,比例,,
おおの けいたろう,813,香川3区,,,大野,敬太郎,おおの,けいたろう,48,自民,公明,前,2,比例,,
しおざき やすひさ,814,愛媛1区,,,塩崎,恭久,しおざき,やすひさ,66,自民,公明,前,7,比例,,
いしもと けんいち,815,愛媛1区,,,石本,憲一,いしもと,けんいち,70,共産,,新,0,,,
とみなが きよ,816,愛媛1区,,,富永,喜代,とみなが,きよ,50,希望,,新,0,比例,,
にしおか あらた,817,愛媛2区,,,西岡,新,にしおか,あらた,44,維新,,元,1,比例,,
むらかみ せいいちろう,818,愛媛2区,,,村上,誠一郎,むらかみ,せいいちろう,65,自民,公明,前,10,比例,,
いっしき かずまさ,819,愛媛2区,,,一色,一正,いっしき,かずまさ,67,共産,,新,0,,,
よこやま ひろゆき,820,愛媛2区,,,横山,博幸,よこやま,ひろゆき,66,希望,,前,1,比例,,
しらいし ひろき,821,愛媛3区,,,白石,寛樹,しらいし,ひろき,29,自民,公明,新,0,比例,,
くにた むつみ,822,愛媛3区,,,国田,睦,くにた,むつみ,65,共産,,新,0,,,
もりた こうじ,823,愛媛3区,,,森田,浩二,もりた,こうじ,57,諸派,,新,0,,,
しらいし よういち,824,愛媛3区,,,白石,洋一,しらいし,よういち,54,希望,,元,1,比例,,
やまもと こういち,825,愛媛4区,,,山本,公一,やまもと,こういち,70,自民,公明,前,8,比例,,
さくらうち ふみき,826,愛媛4区,,,桜内,文城,さくらうち,ふみき,52,希望,,元,1,比例,,
にしい なおひと,827,愛媛4区,,,西井,直人,にしい,なおひと,60,共産,,新,0,,,
おおいし しゅう,828,高知1区,,,大石,宗,おおいし,しゅう,37,希望,,新,0,比例,,
まつもと けんじ,829,高知1区,,,松本,顕治,まつもと,けんじ,33,共産,,新,0,,,
なかたに げん,830,高知1区,,,中谷,元,なかたに,げん,60,自民,公明,前,9,比例,,
ひろた はじめ,831,高知2区,,,広田,一,ひろた,はじめ,49,無所,,新,0,,,
やまもと ゆうじ,832,高知2区,,,山本,有二,やまもと,ゆうじ,65,自民,公明,前,9,比例,,
やまもと ごうせい,833,福岡1区,,,山本,剛正,やまもと,ごうせい,45,立憲,,元,1,比例,,
いしい ひでとし,834,福岡1区,,,石井,英俊,いしい,ひでとし,41,希望,,新,0,比例,,
たちかわ たかひこ,835,福岡1区,,,立川,孝彦,たちかわ,たかひこ,66,共産,,新,0,,,
いのうえ たかひろ,836,福岡1区,,,井上,貴博,いのうえ,たかひろ,55,自民,,前,2,比例,,
おにき まこと,837,福岡2区,,,鬼木,誠,おにき,まこと,45,自民,公明,前,2,比例,,
いなとみ しゅうじ,838,福岡2区,,,稲富,修二,いなとみ,しゅうじ,47,希望,,元,1,比例,,
まつお りつこ,839,福岡2区,,,松尾,律子,まつお,りつこ,45,共産,,新,0,,,
やまうち こういち,840,福岡3区,,,山内,康一,やまうち,こういち,44,立憲,,元,3,比例,,
こが あつし,841,福岡3区,,,古賀,篤,こが,あつし,45,自民,公明,前,2,比例,,
みやうち ひでき,842,福岡4区,,,宮内,秀樹,みやうち,ひでき,55,自民,公明,前,2,比例,,
かわの まさみ,843,福岡4区,,,河野,正美,かわの,まさみ,56,維新,希望,前,2,比例,,
しんどめ きよたか,844,福岡4区,,,新留,清隆,しんどめ,きよたか,62,共産,,新,0,,,
はらだ よしあき,845,福岡5区,,,原田,義昭,はらだ,よしあき,73,自民,公明,前,7,比例,,
くすだ だいぞう,846,福岡5区,,,楠田,大蔵,くすだ,だいぞう,42,希望,,元,3,比例,,
たなか ようじ,847,福岡5区,,,田中,陽二,たなか,ようじ,61,共産,,新,0,,,
にしはら ただひろ,848,福岡6区,,,西原,忠弘,にしはら,ただひろ,62,諸派,,新,0,,,
こばやし ときこ,849,福岡6区,,,小林,解子,こばやし,ときこ,37,共産,,新,0,,,
はとやま じろう,850,福岡6区,,,鳩山,二郎,はとやま,じろう,38,自民,公明,前,1,比例,,
あらい ふみこ,851,福岡6区,,,新井,富美子,あらい,ふみこ,50,無所,,新,0,,,
えぐち まなぶ,852,福岡7区,,,江口,学,えぐち,まなぶ,43,共産,,新,0,,,
はら けいすけ,853,福岡7区,,,原,圭助,はら,けいすけ,39,希望,,新,0,比例,,
ふじまる さとし,854,福岡7区,,,藤丸,敏,ふじまる,さとし,57,自民,公明,前,2,比例,,
あそう たろう,855,福岡8区,,,麻生,太郎,あそう,たろう,77,自民,,前,12,,,
みやじま つやこ,856,福岡8区,,,宮嶋,つや子,みやじま,つやこ,66,共産,,新,0,,,
まじま しょうぞう,857,福岡9区,,,真島,省三,まじま,しょうぞう,54,共産,,前,1,比例,,
おがた りんたろう,858,福岡9区,,,緒方,林太郎,おがた,りんたろう,44,希望,,前,2,比例,,
みはら あさひこ,859,福岡9区,,,三原,朝彦,みはら,あさひこ,70,自民,公明,前,7,比例,,
たむら たかあき,860,福岡10区,,,田村,貴昭,たむら,たかあき,56,共産,,前,1,比例,,
やまもと こうぞう,861,福岡10区,,,山本,幸三,やまもと,こうぞう,69,自民,公明,前,7,比例,,
きい たかし,862,福岡10区,,,城井,崇,きい,たかし,44,希望,,元,2,比例,,
むらかみ とものぶ,863,福岡11区,,,村上,智信,むらかみ,とものぶ,48,希望,,新,0,比例,,
たけだ りょうた,864,福岡11区,,,武田,良太,たけだ,りょうた,49,自民,公明,前,5,比例,,
たけうち のぶあき,865,福岡11区,,,竹内,信昭,たけうち,のぶあき,64,社民,,新,0,比例,,
いわた かずちか,866,佐賀1区,,,岩田,和親,いわた,かずちか,44,自民,公明,前,2,比例,,
なかしま とおる,867,佐賀1区,,,中島,徹,なかしま,とおる,43,諸派,,新,0,,,
はらぐち かずひろ,868,佐賀1区,,,原口,一博,はらぐち,かずひろ,58,無所,,前,7,,,
おおもり ひとし,869,佐賀2区,,,大森,斉,おおもり,ひとし,62,共産,,新,0,,,
おおぐし ひろし,870,佐賀2区,,,大串,博志,おおぐし,ひろし,52,希望,,前,4,比例,,
ふるかわ やすし,871,佐賀2区,,,古川,康,ふるかわ,やすし,59,自民,公明,前,1,比例,,
とみおか つとむ,872,長崎1区,,,冨岡,勉,とみおか,つとむ,69,自民,公明,前,3,比例,,
にしおか ひでこ,873,長崎1区,,,西岡,秀子,にしおか,ひでこ,53,希望,,新,0,比例,,
まきやま たかし,874,長崎1区,,,牧山,隆,まきやま,たかし,60,共産,,新,0,,,
こんどう いちう,875,長崎2区,,,近藤,一宇,こんどう,いちう,68,共産,,新,0,,,
やまぐち はつみ,876,長崎2区,,,山口,初實,やまぐち,はつみ,69,希望,,新,0,比例,,
かとう かんじ,877,長崎2区,,,加藤,寛治,かとう,かんじ,71,自民,公明,前,2,比例,,
すえつぐ せいいち,878,長崎3区,,,末次,精一,すえつぐ,せいいち,54,希望,,新,0,比例,,
いしまる かんじ,879,長崎3区,,,石丸,完治,いしまる,かんじ,68,共産,,新,0,,,
たにがわ やいち,880,長崎3区,,,谷川,弥一,たにがわ,やいち,76,自民,公明,前,5,,,
くちいし りゅうぞう,881,長崎3区,,,口石,竜三,くちいし,りゅうぞう,48,維新,,新,0,比例,,
きたむら せいご,882,長崎4区,,,北村,誠吾,きたむら,せいご,70,自民,公明,前,6,比例,,
みやじま だいすけ,883,長崎4区,,,宮島,大典,みやじま,だいすけ,54,希望,,元,2,比例,,
いしかわ さとる,884,長崎4区,,,石川,悟,いしかわ,さとる,65,共産,,新,0,,,
きはら みのる,885,熊本1区,,,木原,稔,きはら,みのる,48,自民,,前,3,比例,,
まつの よりひさ,886,熊本1区,,,松野,頼久,まつの,よりひさ,57,希望,,前,6,比例,,
にしの だいすけ,887,熊本2区,,,西野,太亮,にしの,だいすけ,39,無所,,新,0,,,
